date,close,volume,open,high,low
2021-02-17,358.04,2145058,353.11,358.17,351.91
2021-02-16,354.0,1829035,353.0788,355.36,352.0362
2021-02-12,352.75,2096607,351.99,352.98,350.1
2021-02-11,352.2,2088355,355.73,356.5,351.39
2021-02-10,356.12,2162400,361.0,361.0,355.12
2021-02-09,359.56,2153966,360.04,361.6739,358.3
2021-02-08,359.83,2520650,356.57,360.04,355.57
2021-02-05,355.17,2165628,356.55,356.845,354.1
2021-02-04,355.85,3411624,356.714,358.38,353.85
2021-02-03,355.21,1759821,356.233,357.53,353.21
2021-02-02,355.58,1905007,351.76,357.7,350.72
2021-02-01,350.52,2371160,351.21,352.79,349.21
2021-01-29,352.43,2598738,354.75,356.29,351.88
2021-01-28,357.06,2251115,356.85,361.605,356.07
2021-01-27,356.39,3120813,362.99,365.8,354.85
2021-01-26,364.98,1806952,360.2,365.8995,358.88
2021-01-25,361.88,2735901,360.86,361.96,356.82
2021-01-22,362.3,1960295,363.2,364.63,359.85
2021-01-21,362.8,2122581,361.3,363.99,359.9401
2021-01-20,361.3,2767231,354.39,361.897,353.41
2021-01-19,354.47,4533829,362.355,362.95,352.44
2021-01-15,362.16,2340396,361.06,364.905,360.8
2021-01-14,362.35,2363869,366.0,366.5,361.5553
2021-01-13,366.95,1968804,364.37,368.74,363.0
2021-01-12,364.2,2387580,364.0,365.07,360.25
2021-01-11,364.01,2564790,368.58,371.0,363.86
2021-01-08,369.94,2599696,368.115,370.26,364.29
2021-01-07,367.92,2849525,371.01,371.65,366.79
2021-01-06,370.02,2661436,373.82,375.8,369.648
2021-01-05,375.74,2748442,378.86,380.205,375.25
2021-01-04,380.15,3322184,377.43,381.55,374.81
2020-12-31,376.78,1628904,374.99,377.04,372.46
2020-12-30,374.45,1777985,374.2,375.86,373.2828
2020-12-29,372.72,2072603,372.25,373.255,370.26
2020-12-28,371.06,3207654,365.5,371.69,365.0754
2020-12-24,364.58,972522,361.4055,365.335,361.4055
2020-12-23,361.89,1782110,362.45,363.1,359.5
2020-12-22,362.03,2106626,364.1,364.76,360.61
2020-12-21,364.97,2329659,365.09,366.115,361.812
2020-12-18,367.0,4140033,371.1,371.36,365.93
2020-12-17,370.29,2314176,370.26,370.97,368.0
2020-12-16,369.44,2385081,371.16,372.84,368.845
2020-12-15,371.88,2137136,374.505,375.69,369.3
2020-12-14,374.38,2778433,376.56,378.18,373.21
2020-12-11,375.1,3483947,379.77,379.77,372.54
2020-12-10,372.79,2566344,374.29,375.0,371.56
2020-12-09,374.29,2461551,379.88,381.0,372.8
2020-12-08,377.6,2685523,373.95,379.524,370.75
2020-12-07,373.33,2652928,374.27,376.5,372.65
2020-12-04,373.43,2839727,375.21,375.31,371.89
2020-12-03,374.05,3976442,378.0,378.73,373.28
2020-12-02,383.5,2212845,385.47,386.88,381.57
2020-12-01,387.56,2998441,384.5,388.07,381.1751
2020-11-30,391.77,3733758,391.75,393.15,385.23
2020-11-27,388.39,1329425,390.46,390.67,387.75
2020-11-25,387.75,2034236,385.79,388.34,385.555
2020-11-24,384.22,2065672,383.69,386.05,380.71
2020-11-23,381.71,1685136,383.0,383.06,380.34
2020-11-20,381.12,1809463,383.95,385.5023,381.01
2020-11-19,383.54,1768904,383.61,384.71,380.31
2020-11-18,382.23,2134609,382.888,388.05,381.73
2020-11-17,381.92,3299130,387.32,388.48,381.79
2020-11-16,379.79,1691460,376.91,381.28,376.91
2020-11-13,378.84,1275252,376.52,379.83,374.9905
2020-11-12,375.71,1537419,376.95,378.24,373.5
2020-11-11,372.92,1688755,369.68,374.7,368.16
2020-11-10,366.62,2662644,363.88,371.535,360.59
2020-11-09,365.0,4371322,388.25,389.5,364.76
2020-11-06,385.66,1950329,381.88,386.8,380.89
2020-11-05,385.23,2255767,382.48,386.58,379.5
2020-11-04,376.17,2450234,374.02,381.635,374.0
2020-11-03,371.96,2013103,368.94,374.8,367.89
2020-11-02,364.39,1646349,362.22,365.66,360.71
2020-10-30,357.62,2724917,361.13,363.85,355.79
2020-10-29,364.86,1838468,363.23,369.09,362.51
2020-10-28,364.96,1908295,367.329,372.41,364.67
2020-10-27,372.72,1525684,368.77,374.913,368.77
2020-10-26,370.71,2144995,366.68,372.63,366.12
2020-10-23,374.6,1107978,375.61,376.52,373.56
2020-10-22,375.75,1813550,377.35,378.38,372.0301
2020-10-21,377.82,1466495,378.56,381.28,377.02
2020-10-20,378.31,1282650,377.69,382.08,376.12
2020-10-19,375.56,1938064,382.03,383.085,374.71
2020-10-16,381.54,2460490,380.5,384.87,379.12
2020-10-15,376.58,1699338,376.46,378.36,373.06
2020-10-14,378.34,1905710,382.8897,383.8715,376.7
2020-10-13,380.68,1823278,378.42,382.29,376.48
2020-10-12,376.48,2806875,371.0,380.66,370.77
2020-10-09,369.46,1730688,366.0,369.75,365.7
2020-10-08,365.09,1793133,364.802,365.97,361.75
2020-10-07,363.02,1959147,360.47,364.74,359.66
2020-10-06,358.35,2760443,361.9,363.0,357.0394
2020-10-05,358.58,2093540,355.33,358.98,355.33
2020-10-02,355.01,2124977,354.728,357.84,352.85
2020-10-01,358.46,2052988,356.26,359.685,354.82
2020-09-30,355.0,2525800,352.56,357.7,351.1705
2020-09-29,352.14,2526612,348.95,354.29,347.1
2020-09-28,349.62,3459192,343.76,349.77,343.1
2020-09-25,342.58,7338492,340.74,343.77,335.36
2020-09-24,347.0,5779283,345.0,347.3333,338.309
2020-09-23,344.63,3577124,348.0,348.25,344.06
2020-09-22,344.45,2128063,340.702,344.9,339.59
2020-09-21,339.57,2427359,333.971,339.62,333.71
2020-09-18,335.96,3409322,340.2,341.22,331.2
2020-09-17,338.88,2681457,339.58,342.89,336.365
2020-09-16,343.73,1657876,347.27,348.76,343.25
2020-09-15,343.91,1362499,345.02,347.76,342.75
2020-09-14,342.92,1522316,340.99,344.84,340.47
2020-09-11,339.13,1599904,340.28,343.26,336.1
2020-09-10,339.53,1959599,346.27,348.0,338.76
2020-09-09,346.43,2100864,340.9,349.7,340.39
2020-09-08,338.86,2144332,343.84,344.92,338.18
2020-09-04,346.57,2557093,353.98,353.98,340.4
2020-09-03,348.3,3630441,363.07,363.67,345.52
2020-09-02,358.86,2434933,353.61,359.92,351.31
2020-09-01,351.38,1774856,345.71,351.49,345.41
2020-08-31,347.66,1586941,346.85,348.75,344.29
2020-08-28,348.37,1487324,347.47,349.06,345.5
2020-08-27,346.36,2221007,345.61,347.742,342.5501
2020-08-26,344.27,1757268,343.01,344.83,341.69
2020-08-25,344.71,1176166,344.14,344.91,341.46
2020-08-24,344.13,1461915,345.11,346.11,342.105
2020-08-21,344.61,2372580,340.07,345.84,339.33
2020-08-20,340.87,1717482,340.14,341.66,338.74
2020-08-19,340.9,1730080,341.12,341.94,339.95
2020-08-18,340.75,1489444,341.0,342.8,336.81
2020-08-17,339.96,1504934,337.65,340.37,337.355
2020-08-14,336.28,1522984,336.53,338.76,335.6
2020-08-13,335.7,1536633,336.99,339.46,335.13
2020-08-12,336.76,1854172,333.745,338.9,333.17
2020-08-11,332.43,2065571,340.85,340.85,331.8
2020-08-10,340.0,1503771,340.71,341.065,338.58
2020-08-07,340.91,1759041,343.14,344.73,339.63
2020-08-06,343.31,2104513,342.41,345.12,341.61
2020-08-05,339.97,2927467,341.855,342.73,337.59
2020-08-04,339.79,3933264,329.56,339.82,328.92
2020-08-03,329.32,2481263,325.55,329.89,324.3
2020-07-31,325.53,2150823,324.82,326.31,322.55
2020-07-30,324.82,1390255,322.685,326.45,322.0
2020-07-29,326.14,1341333,327.02,328.04,325.385
2020-07-28,327.57,1374015,327.97,330.0,325.82
2020-07-27,327.6,2083279,325.68,329.0,325.18
2020-07-24,325.78,1423600,326.22,328.75,324.67
2020-07-23,326.11,1561673,328.1,330.38,325.33
2020-07-22,328.3,1313011,329.65,329.66,325.01
2020-07-21,327.74,1874532,327.0,331.49,326.5
2020-07-20,326.51,1863548,324.891,327.435,322.6634
2020-07-17,324.79,1768460,327.3,327.8,324.58
2020-07-16,326.27,1402091,326.62,327.9,324.06
2020-07-15,326.7,1770661,328.1,329.32,325.62
2020-07-14,328.0,1844806,321.318,328.66,320.451
2020-07-13,322.92,2583423,326.3,329.1133,321.5
2020-07-10,326.23,2484088,326.0,327.4,323.11
2020-07-09,325.54,5313636,320.0,328.98,319.68
2020-07-08,316.32,2364495,317.14,318.05,314.01
2020-07-07,316.23,3346634,310.02,318.05,309.72
2020-07-06,311.49,2332442,307.53,311.555,307.24
2020-07-02,305.74,2540480,306.0,308.92,304.6006
2020-07-01,304.75,1906372,302.5,305.58,300.75
2020-06-30,303.21,2392034,301.01,304.62,300.1363
2020-06-29,301.59,1841733,297.44,301.63,296.83
2020-06-26,296.56,2865999,300.41,302.1173,295.95
2020-06-25,300.53,2274283,297.06,301.15,295.4
2020-06-24,298.02,2398089,300.77,301.28,296.6
2020-06-23,301.29,2409639,301.73,304.9,300.73
2020-06-22,300.45,2094436,299.7,301.48,298.25
2020-06-19,299.9,3432670,300.18,301.8999,298.64
2020-06-18,299.57,1881774,300.0,300.8062,297.79
2020-06-17,299.61,2188401,301.02,302.0,298.9
2020-06-16,301.36,2641785,301.35,302.74,299.22
2020-06-15,297.18,3273164,297.05,298.07,293.8394
2020-06-12,298.7,4020006,302.67,305.15,296.25
2020-06-11,300.83,3443012,306.99,309.2,300.64
2020-06-10,307.33,2713706,306.48,308.63,305.65
2020-06-09,305.55,3155845,307.5,308.6,305.17
2020-06-08,307.19,3764466,310.66,311.2911,306.46
2020-06-05,312.04,4375602,313.13,313.6283,307.29
2020-06-04,310.75,4553928,310.85,315.35,309.09
2020-06-03,306.64,2165864,307.5,308.2,305.92
2020-06-02,307.09,2528938,307.95,309.02,304.72
2020-06-01,308.29,2295127,307.9,309.74,306.46
2020-05-29,308.47,4986799,304.2,308.88,302.35
2020-05-28,309.56,4331638,307.25,311.0,306.9
2020-05-27,306.01,2980169,304.56,306.31,299.47
2020-05-26,304.8,3234571,306.01,306.9,303.5278
2020-05-22,302.43,2366382,302.01,303.94,300.83
2020-05-21,301.97,2492065,304.79,305.04,301.25
2020-05-20,304.91,2826982,306.77,307.918,303.2005
2020-05-19,304.63,3522987,304.62,309.025,303.15
2020-05-18,302.76,3989551,301.721,303.19,299.92
2020-05-15,299.21,4577214,299.07,299.835,295.86
2020-05-14,299.74,3718907,301.01,302.88,294.535
2020-05-13,302.14,2954935,304.84,306.4,300.12
2020-05-12,304.84,2264914,310.84,311.545,304.79
2020-05-11,310.33,1865889,305.64,311.83,305.0
2020-05-08,305.94,2339313,305.9,307.18,303.7
2020-05-07,305.0,2606254,309.34,309.87,304.53
2020-05-06,308.89,2406651,309.92,311.04,306.54
2020-05-05,307.92,2461329,305.06,309.8,303.44
2020-05-04,304.49,2477537,303.0,305.53,300.07
2020-05-01,301.92,2525566,301.78,304.8199,300.18
2020-04-30,303.0,3794292,306.15,307.895,302.57
2020-04-29,307.09,3667703,304.95,308.6832,301.1206
2020-04-28,304.95,2425940,310.825,311.27,304.28
2020-04-27,308.78,2287280,313.05,313.29,307.59
2020-04-24,310.55,2020576,307.33,310.83,305.5117
2020-04-23,305.4,2625238,307.034,309.635,304.79
2020-04-22,309.42,2971194,304.0,311.13,302.04
2020-04-21,301.33,3832994,311.14,311.89,299.345
2020-04-20,312.08,3156287,317.95,318.38,311.53
2020-04-17,317.92,3688002,321.31,322.1344,314.02
2020-04-16,321.56,3940021,314.73,322.63,312.04
2020-04-15,310.27,2937330,311.64,313.75,306.82
2020-04-14,314.14,4288349,302.75,314.75,301.25
2020-04-13,299.62,3120354,298.58,303.95,297.66
2020-04-09,300.01,6492651,299.45,304.35,297.575
2020-04-08,305.97,3964434,305.11,307.42,302.28
2020-04-07,303.63,4036513,306.5,310.0,303.22
2020-04-06,305.12,5272534,293.0,305.49,289.57
2020-04-03,288.65,2650063,289.16,292.34,285.8
2020-04-02,291.48,3500595,284.38,292.78,282.82
2020-04-01,286.78,3745783,282.36,288.8,280.9
2020-03-31,285.13,5623886,287.42,291.52,284.0
2020-03-30,291.12,4395977,287.49,291.68,285.84
2020-03-27,284.33,4250350,287.13,293.49,283.33
2020-03-26,292.3,5471961,281.34,293.7297,280.86
2020-03-25,280.86,5639577,284.21,290.7176,279.21
2020-03-24,284.94,7124190,294.59,297.35,282.8305
2020-03-23,285.53,5646352,292.01,295.6721,278.4238
2020-03-20,290.42,6581183,307.92,308.01,287.02
2020-03-19,305.22,5429502,310.41,313.8526,302.63
2020-03-18,307.5,6701800,298.0,318.0,296.0
2020-03-17,306.99,7170645,289.0,307.19,286.3
2020-03-16,283.18,5465540,281.83,299.53,279.51
2020-03-13,302.27,6100115,288.83,303.245,278.27
2020-03-12,279.85,7307637,280.44,295.625,276.34
2020-03-11,297.43,3625906,300.86,307.79,294.19
2020-03-10,309.4,4245488,307.97,309.73,294.42
2020-03-09,301.98,5203087,295.85,310.33,293.0
2020-03-06,311.34,6185520,312.14,317.49,302.75
2020-03-05,315.76,6407662,315.77,324.51,313.2
2020-03-04,320.74,4219326,308.29,320.97,305.0201
2020-03-03,302.73,5131419,309.14,314.165,301.03
2020-03-02,309.14,7563779,294.44,309.51,291.377
2020-02-28,281.14,7096587,285.25,287.335,271.28
2020-02-27,293.13,3625276,301.98,305.0,293.0
2020-02-26,305.69,2239556,307.55,311.3,304.68
2020-02-25,304.87,2881835,315.0,316.565,304.4
2020-02-24,313.62,2300379,315.5,320.0,313.26
2020-02-21,321.95,2239230,322.56,325.26,321.03
2020-02-20,324.08,1427524,322.32,325.07,321.01
2020-02-19,323.02,1413768,322.08,324.5294,321.73
2020-02-18,322.05,1547929,319.0,323.48,318.61
2020-02-14,318.31,1113716,318.87,319.81,316.95
2020-02-13,318.2,1438248,314.85,318.79,313.535
2020-02-12,315.12,1384611,310.77,315.48,310.77
2020-02-11,310.68,2047510,314.03,314.43,310.47
2020-02-10,313.79,2336523,313.76,316.9445,312.6
2020-02-07,313.63,1903467,310.0,313.81,309.1248
2020-02-06,310.61,1917896,309.35,311.8387,307.85
2020-02-05,308.95,1731802,307.0,309.59,305.4
2020-02-04,304.9,1982323,304.57,305.9083,302.7622
2020-02-03,302.0,2817541,307.0,308.58,301.67
2020-01-31,305.52,1836994,308.55,309.18,304.56
2020-01-30,309.47,1232855,308.84,309.64,306.665
2020-01-29,309.58,1714823,310.86,311.97,309.385
2020-01-28,310.85,1571672,310.51,311.71,309.1
2020-01-27,309.45,2265350,306.15,311.77,305.65
2020-01-24,310.51,1986279,314.02,314.28,309.1
2020-01-23,312.88,1535973,312.02,313.4,310.7307
2020-01-22,311.89,2219022,313.4,313.56,310.21
2020-01-21,313.26,3585918,306.2,313.34,305.76
2020-01-17,304.68,2506588,303.4,305.3,303.03
2020-01-16,303.03,1758762,301.39,304.06,300.975
2020-01-15,300.82,1604433,298.35,301.04,298.044
2020-01-14,299.75,1460562,299.25,301.0,298.58
2020-01-13,299.87,1779744,296.92,300.6495,296.8
2020-01-10,297.24,2025220,300.0,300.27,296.66
2020-01-09,299.42,3262225,298.55,301.96,297.71
2020-01-08,294.69,2495438,290.99,295.48,290.5
2020-01-07,291.35,1971494,291.32,291.69,289.279
2020-01-06,291.81,2655433,290.55,292.07,288.62
2020-01-03,291.73,1926624,290.05,292.9,289.33
2020-01-02,291.49,2052922,294.06,294.58,291.0
2019-12-31,293.92,1551191,295.0,295.45,292.18
2019-12-30,295.14,1238990,294.2,295.612,293.66
2019-12-27,294.11,1439479,296.22,296.3,293.18
2019-12-26,295.73,1103034,294.49,295.73,293.9
2019-12-24,294.23,543581,293.91,294.45,293.36
2019-12-23,293.31,1309886,294.91,295.31,293.03
2019-12-20,294.83,4866674,293.85,295.02,292.78
2019-12-19,293.71,2595501,292.06,293.81,291.5
2019-12-18,291.87,3311187,295.99,296.36,291.82
2019-12-17,295.55,2474762,293.5,296.3,292.75
2019-12-16,293.5,2410244,293.03,294.46,292.85
2019-12-13,291.87,5204305,294.64,295.0,289.1
2019-12-12,297.34,2754453,295.27,297.76,294.12
2019-12-11,295.3,1752457,296.0,296.3479,293.05
2019-12-10,295.78,1566311,296.03,296.69,294.545
2019-12-09,295.16,1986336,295.0,297.19,294.545
2019-12-06,294.945,1462553,294.98,295.99,294.26
2019-12-05,293.1,1941250,297.13,297.13,292.5
2019-12-04,296.52,1742589,296.04,297.16,295.15
2019-12-03,295.67,1962133,295.13,296.19,292.7
2019-12-02,297.39,2706951,299.75,300.2,294.27
2019-11-29,299.81,981610,300.82,300.89,299.66
2019-11-27,300.76,1907095,301.82,302.79,300.57
2019-11-26,301.24,3360612,299.26,301.35,298.82
2019-11-25,299.05,1613126,300.29,300.626,297.55
2019-11-22,299.31,1277594,301.94,301.94,297.23
2019-11-21,300.27,1303042,300.69,301.87,299.52
2019-11-20,300.57,1979783,302.44,303.17,298.0108
2019-11-19,302.24,1761832,304.5,304.6446,301.45
2019-11-18,304.54,1242504,303.11,306.38,302.75
2019-11-15,303.66,1707125,305.31,305.44,301.6
2019-11-14,304.59,1337458,304.39,305.8884,302.265
2019-11-13,302.9,1554889,300.18,304.0,299.52
2019-11-12,300.5,1540974,300.83,302.73,298.66
2019-11-11,300.84,1160960,301.55,302.33,299.7
2019-11-08,302.62,1502221,302.74,304.29,301.28
2019-11-07,305.21,2399391,303.93,307.1,302.48
2019-11-06,301.57,1675008,299.97,301.65,297.925
2019-11-05,299.18,2204542,297.09,299.6925,295.805
2019-11-04,296.82,1651608,297.16,298.22,295.17
2019-11-01,296.09,1364483,297.99,298.415,295.5
2019-10-31,297.11,2277444,298.36,299.622,294.55
2019-10-30,299.84,1264263,296.92,300.25,295.97
2019-10-29,295.86,1295287,298.21,298.94,295.81
2019-10-28,298.94,1672606,295.7,299.09,295.21
2019-10-25,296.5,1686226,295.52,297.25,295.11
2019-10-24,297.05,2117020,295.05,298.28,294.56
2019-10-23,297.32,1810559,299.58,300.0523,297.18
2019-10-22,299.97,1970748,301.61,304.88,299.95
2019-10-21,301.08,1395154,303.0,303.51,300.17
2019-10-18,302.86,1853976,302.0,304.0,300.9764
2019-10-17,302.4,1811818,298.85,302.61,298.85
2019-10-16,298.78,1827669,296.8,298.97,295.08
2019-10-15,298.39,1601860,298.32,299.64,297.23
2019-10-14,297.52,1313041,298.0,300.34,297.5
2019-10-11,297.6,1891654,298.07,300.76,297.36
2019-10-10,297.14,1721504,298.63,299.48,296.26
2019-10-09,296.9,2287230,293.11,298.57,293.11
2019-10-08,291.89,2224561,292.95,295.58,290.45
2019-10-07,293.41,2051519,291.04,295.69,290.5
2019-10-04,291.67,4536695,287.85,291.95,283.32
2019-10-03,289.0,3958168,285.39,290.86,281.6001
2019-10-02,285.11,2506362,283.23,285.79,282.22
2019-10-01,283.93,2654476,288.04,288.68,283.18
2019-09-30,288.11,2179096,287.7,288.62,286.57
2019-09-27,285.95,1538930,289.53,289.53,284.4
2019-09-26,288.26,1891317,289.43,289.8099,286.6
2019-09-25,288.51,1848371,288.26,289.68,286.87
2019-09-24,287.91,2495624,289.3,292.62,286.4
2019-09-23,287.57,2058102,286.36,288.13,285.75
2019-09-20,286.36,3473365,288.75,289.41,286.14
2019-09-19,287.83,3055125,289.49,289.76,284.71
2019-09-18,292.43,1687336,290.7,293.57,288.8
2019-09-17,291.41,1776040,289.56,291.7858,288.69
2019-09-16,288.69,1508893,290.57,291.3769,288.3402
2019-09-13,291.9,2306343,290.2,294.07,289.85
2019-09-12,289.89,2942632,290.34,292.75,288.68
2019-09-11,290.69,4754696,294.3,295.74,287.81
2019-09-10,297.0,2724986,297.38,298.25,294.5789
2019-09-09,299.0,3397183,304.5,307.34,298.21
2019-09-06,303.76,3018101,299.2,304.64,298.29
2019-09-05,296.97,1865731,298.43,299.71,296.675
2019-09-04,296.12,1376086,294.0,296.3,293.771
2019-09-03,292.05,1843045,292.57,294.0,290.46
2019-08-30,294.76,1801420,298.0,298.28,292.83
2019-08-29,296.57,2614701,297.48,297.725,292.7566
2019-08-28,294.49,5165054,293.75,299.95,292.42
2019-08-27,292.38,5176415,281.0,293.44,280.34
2019-08-26,278.46,1426519,275.75,278.53,275.69
2019-08-23,274.01,1984929,278.21,280.13,272.7
2019-08-22,279.92,2345701,277.01,280.99,276.868
2019-08-21,275.68,1682347,275.41,276.54,274.7
2019-08-20,272.97,1390900,276.28,276.36,272.85
2019-08-19,275.61,1314844,276.41,277.3815,274.55
2019-08-16,274.1,1278604,274.1,276.07,273.44
2019-08-15,271.52,1651115,270.53,272.9749,268.77
2019-08-14,268.15,2122137,274.0,275.36,268.0
2019-08-13,276.26,1743336,271.18,278.16,270.01
2019-08-12,271.31,1638619,274.03,274.98,269.3
2019-08-09,273.94,1284267,274.58,275.47,271.9148
2019-08-08,274.8,2046674,273.04,274.84,271.0
2019-08-07,274.3,3037469,268.18,274.855,263.59
2019-08-06,269.31,2383225,266.47,270.2299,264.0485
2019-08-05,265.1,3329760,270.09,270.5524,262.71
2019-08-02,272.5,1969165,274.3,274.9414,270.5
2019-08-01,274.57,2634609,275.75,280.93,274.31
2019-07-31,275.63,1886852,279.02,279.72,272.6301
2019-07-30,279.5,978168,280.27,280.57,279.1
2019-07-29,280.13,1257360,281.01,281.3,279.54
2019-07-26,281.37,1447719,279.8,281.77,279.12
2019-07-25,279.8,1600168,281.2,281.94,279.34
2019-07-24,280.83,1257368,279.83,281.24,279.01
2019-07-23,280.1,1117826,281.85,282.08,279.0243
2019-07-22,280.17,1461682,281.22,282.32,279.32
2019-07-19,281.51,1607618,283.07,284.31,281.35
2019-07-18,282.91,1696366,282.2,283.06,279.19
2019-07-17,281.56,1716730,281.05,282.85,280.22
2019-07-16,280.65,1379215,281.0,281.37,279.7765
2019-07-15,280.58,1568031,279.94,280.7,278.9
2019-07-12,279.44,2046480,276.5,280.0,276.01
2019-07-11,276.54,1985628,272.33,276.77,271.813
2019-07-10,271.42,1256976,270.05,271.53,269.34
2019-07-09,269.97,1400472,269.36,270.78,268.49
2019-07-08,269.4,1236007,268.33,269.69,267.35
2019-07-05,268.25,1081451,268.2,268.61,266.27
2019-07-03,269.14,986472,265.14,269.16,265.14
2019-07-02,265.47,1201390,263.92,265.57,261.67
2019-07-01,263.55,1960377,266.43,267.0,261.84
2019-06-28,264.26,1952692,265.5,266.385,263.36
2019-06-27,265.58,1122854,264.9,266.48,262.99
2019-06-26,264.41,1334353,266.45,266.8195,264.34
2019-06-25,266.36,1182443,266.71,267.08,265.36
2019-06-24,266.77,1586110,267.31,267.97,266.52
2019-06-21,266.13,2964243,266.77,268.94,265.99
2019-06-20,267.35,1745108,265.0,267.79,264.55
2019-06-19,263.66,1628489,262.31,264.1008,260.94
2019-06-18,262.74,2763187,263.61,264.1956,262.05
2019-06-17,261.43,1192307,261.13,262.25,260.43
2019-06-14,260.15,1288089,260.0,261.2,258.91
2019-06-13,259.71,1228541,257.71,259.87,257.5474
2019-06-12,257.23,1071667,257.58,258.75,255.77
2019-06-11,257.11,1613472,258.91,259.615,256.2078
2019-06-10,256.85,1839825,256.4,258.825,256.11
2019-06-07,256.01,2270617,251.16,256.6,251.02
2019-06-06,251.21,1487759,248.0,251.94,247.735
2019-06-05,247.96,1825514,246.1,248.76,245.02
2019-06-04,245.61,1761622,243.0,245.82,242.5
2019-06-03,241.07,2512452,239.78,241.54,238.0846
2019-05-31,239.58,4058490,238.98,240.66,233.05
2019-05-30,241.54,2030255,242.15,243.58,240.745
2019-05-29,240.69,2594886,244.13,244.77,238.91
2019-05-28,246.31,3164140,248.58,250.2,246.14
2019-05-24,247.3,1340428,249.11,249.5635,246.77
2019-05-23,248.53,1822807,248.63,249.92,247.1774
2019-05-22,249.51,1242294,251.01,251.01,249.14
2019-05-21,249.93,1504191,249.11,250.83,248.1
2019-05-20,248.9,1600493,247.15,249.94,247.15
2019-05-17,248.35,1672148,245.88,250.0498,245.5935
2019-05-16,247.44,1801038,245.63,249.73,245.21
2019-05-15,244.67,1194788,242.11,245.4,241.23
2019-05-14,242.73,1635179,242.29,245.09,241.81
2019-05-13,241.92,1962786,244.12,244.93,240.67
2019-05-10,247.02,2036492,242.94,248.55,240.025
2019-05-09,243.47,1919368,240.66,244.0556,240.16
2019-05-08,241.34,1611887,239.56,243.05,238.19
2019-05-07,240.18,1775187,241.72,242.735,238.22
2019-05-06,244.23,1195175,242.85,244.83,242.06
2019-05-03,244.62,905868,243.27,244.88,242.72
2019-05-02,242.69,1237645,241.76,242.885,240.42
2019-05-01,241.59,1350376,245.34,245.46,241.55
2019-04-30,245.53,1423880,244.77,245.79,243.02
2019-04-29,244.28,1334370,245.0,245.75,243.49
2019-04-26,243.82,1735863,245.62,245.89,242.06
2019-04-25,245.6,1227801,246.21,247.15,243.94
2019-04-24,247.96,1153487,245.68,248.7,245.6
2019-04-23,245.58,1511387,244.65,246.53,242.21
2019-04-22,243.42,1299979,245.19,245.77,242.56
2019-04-18,245.81,1364894,246.79,247.25,244.701
2019-04-17,245.56,1291248,246.3,246.46,244.32
2019-04-16,245.34,1358873,246.65,246.82,244.25
2019-04-15,246.33,1722368,242.37,246.75,241.96
2019-04-12,241.95,2084927,241.51,242.72,240.9
2019-04-11,241.24,2712197,243.62,244.18,240.92
2019-04-10,245.61,1499116,245.28,246.67,244.71
2019-04-09,244.91,1422555,245.11,245.68,244.005
2019-04-08,246.52,1243936,245.99,246.83,245.2
2019-04-05,245.87,1610369,244.96,247.09,244.01
2019-04-04,244.4,1319734,242.17,244.76,241.25
2019-04-03,242.48,1663630,241.69,243.55,241.02
2019-04-02,240.5,1568364,244.0,244.19,240.31
2019-04-01,244.19,1541311,243.07,244.41,242.58
2019-03-29,242.14,1940059,241.66,242.44,240.77
2019-03-28,241.22,1297941,239.98,241.95,239.5834
2019-03-27,239.41,1319803,238.71,240.21,238.16
2019-03-26,239.07,1157616,238.0,240.25,237.36
2019-03-25,236.97,1336649,236.93,238.08,235.785
2019-03-22,237.56,1803489,239.75,240.34,236.9
2019-03-21,239.54,1615924,236.68,239.85,236.5526
2019-03-20,236.98,1383666,237.03,238.49,235.775
2019-03-19,237.05,1804913,237.52,238.05,236.29
2019-03-18,236.59,1688237,233.58,236.68,233.49
2019-03-15,233.6,5072160,234.17,235.65,233.18
2019-03-14,233.84,2129626,236.13,236.38,233.28
2019-03-13,236.38,2357031,234.25,237.45,232.95
2019-03-12,232.96,2647029,230.32,233.4,229.9
2019-03-11,229.69,3703638,227.53,229.91,227.06
2019-03-08,227.82,6778966,225.48,228.7,223.77
2019-03-07,216.79,3202234,218.13,219.39,216.22
2019-03-06,219.23,1957506,220.5,221.91,218.23
2019-03-05,219.82,2133649,218.91,221.61,218.9
2019-03-04,218.41,2379579,220.43,221.08,215.87
2019-03-01,219.44,2178197,219.76,220.57,215.77
2019-02-28,218.74,2044248,218.49,219.6917,217.52
2019-02-27,218.05,1454400,216.51,218.86,216.45
2019-02-26,217.61,1865173,216.89,218.91,216.13
2019-02-25,217.05,1783734,217.37,219.09,216.55
2019-02-22,216.29,1542488,215.17,216.59,214.25
2019-02-21,215.23,1614651,216.6,216.72,214.33
2019-02-20,217.11,1785531,218.23,219.07,215.0573
2019-02-19,218.12,1937315,216.67,219.6,216.51
2019-02-15,216.47,2635397,215.15,217.25,214.04
2019-02-14,213.84,1411028,212.0,214.545,211.14
2019-02-13,212.8,1697384,212.23,213.505,211.295
2019-02-12,211.9,2091178,210.06,212.75,209.255
2019-02-11,208.72,2368924,208.65,208.92,206.76
2019-02-08,207.75,1960355,207.83,208.49,205.75
2019-02-07,209.05,2525700,210.07,210.1,206.27
2019-02-06,211.6,1614179,212.26,212.26,210.48
2019-02-05,211.61,2069061,211.49,212.52,209.64
2019-02-04,211.18,1625113,210.7,211.19,207.9
