date,close,volume,open,high,low
2023-02-22,176.12,5299484,176.72,177.43,175.77
2023-02-21,176.18,5797271,175.58,177.41,174.67
2023-02-17,176.28,3952139,175.155,176.42,174.83
2023-02-16,175.51,4973168,174.74,176.9,174.54
2023-02-15,176.01,4125761,175.0,176.05,174.59
2023-02-14,175.77,5203003,177.1,177.245,174.79
2023-02-13,177.77,5205130,176.26,178.225,176.04
2023-02-10,176.2,6176023,173.12,176.59,172.65
2023-02-09,172.78,9619391,175.32,176.49,172.04
2023-02-08,171.16,5687332,171.0,171.33,170.24
2023-02-07,171.56,6044700,170.29,172.03,169.26
2023-02-06,171.82,5640124,169.74,172.38,169.59
2023-02-03,169.12,5308238,170.955,171.29,167.05
2023-02-02,169.97,5653796,169.46,170.56,168.5101
2023-02-01,171.56,4147699,170.88,172.32,169.51
2023-01-31,171.02,4665460,170.2,171.07,169.32
2023-01-30,169.48,5191504,169.78,171.455,169.14
2023-01-27,169.62,5451407,169.77,170.23,168.58
2023-01-26,170.22,4558394,171.635,171.67,170.04
2023-01-25,171.93,3852843,170.34,171.98,169.34
2023-01-24,170.69,4125624,169.61,170.87,168.45
2023-01-23,169.12,5440358,170.01,170.755,168.715
2023-01-20,169.88,5779109,168.945,169.89,167.46
2023-01-19,169.63,4720383,171.28,172.17,169.4775
2023-01-18,171.62,5032620,175.24,175.7384,171.33
2023-01-17,176.06,5032644,176.15,177.5525,175.49
2023-01-13,175.24,4720397,175.4,175.73,174.165
2023-01-12,175.78,4246606,177.66,178.37,175.32
2023-01-11,178.05,4370110,179.39,179.71,175.68
2023-01-10,177.85,3817303,178.79,179.53,177.09
2023-01-09,179.33,3319247,180.44,182.77,178.81
2023-01-06,181.1,3713163,178.81,181.83,178.8
2023-01-05,177.1,3647074,177.96,178.77,176.86
2023-01-04,178.97,4771321,179.41,180.54,177.55
2023-01-03,179.41,5137404,180.59,180.75,176.57
2022-12-30,180.66,3136222,181.38,181.96,179.29
2022-12-29,181.98,2549240,181.92,182.86,181.89
2022-12-28,181.75,2694335,184.1,184.5442,181.64
2022-12-27,183.07,3045045,183.282,183.61,182.27
2022-12-23,182.26,2197807,180.91,182.55,180.45
2022-12-22,181.09,4305729,181.86,182.05,178.9166
2022-12-21,182.5,4237039,181.55,183.68,181.4
2022-12-20,181.23,3249006,181.815,182.25,180.64
2022-12-19,181.34,4447962,180.86,183.47,180.35
2022-12-16,180.34,15708090,180.08,181.19,178.48
2022-12-15,180.25,6128214,181.98,182.712,178.39
2022-12-14,183.36,5392483,184.07,185.88,182.13
2022-12-13,183.87,5634889,186.48,186.84,182.94
2022-12-12,183.97,4691428,184.18,184.18,182.355
2022-12-09,183.1,3116234,184.21,184.21,183.05
2022-12-08,183.78,3800879,181.81,183.98,181.26
2022-12-07,182.18,4241812,181.81,182.45,180.69
2022-12-06,181.63,5835166,183.75,184.29,180.695
2022-12-05,183.12,4083270,183.43,183.94,182.32
2022-12-02,185.69,3547756,184.0,186.31,183.8394
2022-12-01,185.9,4683431,185.48,186.33,184.155
2022-11-30,185.51,7915639,181.9,185.7,180.24
2022-11-29,182.59,4375521,183.3,183.42,181.02
2022-11-28,183.89,6411433,184.4,185.4925,183.51
2022-11-25,184.11,1836993,184.58,185.0,183.94
2022-11-23,185.08,2511122,185.0,186.08,184.5
2022-11-22,184.84,4109601,185.81,186.62,184.37
2022-11-21,184.82,4397577,182.27,185.13,182.09
2022-11-18,181.33,4498176,180.21,181.84,180.02
2022-11-17,180.03,3921298,177.49,180.16,177.43
2022-11-16,178.33,4701109,178.3,179.63,177.72
2022-11-15,177.19,5153752,178.04,178.7,175.42
2022-11-14,176.73,5633044,178.67,179.18,176.5
2022-11-11,178.05,7390702,181.13,181.69,175.44
2022-11-10,181.7,6704136,182.65,182.92,178.56
2022-11-09,178.55,4723633,179.95,181.07,178.4
2022-11-08,180.71,3724937,180.44,182.11,178.8
2022-11-07,180.21,3246087,179.52,180.62,178.83
2022-11-04,178.78,3922495,177.92,179.79,176.53
2022-11-03,177.78,3753759,176.78,178.9034,176.53
2022-11-02,178.24,4970857,180.78,183.58,178.17
2022-11-01,180.76,4084681,180.94,182.8101,179.89
2022-10-31,181.58,4877164,181.18,182.98,180.54
2022-10-28,182.23,6715501,179.7,182.93,179.48
2022-10-27,178.88,5424089,180.37,180.93,178.57
2022-10-26,179.07,5138962,179.26,180.9,178.32
2022-10-25,178.27,5220027,178.12,178.87,176.61
2022-10-24,177.68,5316608,174.81,177.98,174.67
2022-10-21,173.06,5071500,171.2,173.685,170.58
2022-10-20,171.46,4313954,174.2,174.36,171.11
2022-10-19,173.36,5200248,174.82,175.84,172.33
2022-10-18,175.06,4547398,174.82,176.91,173.41
2022-10-17,172.73,6401844,172.27,173.59,171.07
2022-10-14,170.19,5939034,175.98,176.258,169.99
2022-10-13,174.61,8412881,167.1,175.04,166.82
2022-10-12,169.39,9795304,168.73,170.6993,166.6
2022-10-11,162.59,5222588,162.24,164.27,161.56
2022-10-10,161.82,4839239,161.99,163.04,161.19
2022-10-07,161.61,4779170,162.3,163.01,160.98
2022-10-06,162.8,4623429,165.785,166.02,162.495
2022-10-05,166.0,3538805,166.97,167.09,163.73
2022-10-04,167.11,4596786,167.39,168.73,165.55
2022-10-03,165.25,5093370,163.52,165.69,163.021
2022-09-30,163.26,5971934,167.69,168.24,163.01
2022-09-29,166.61,5167730,168.8,169.14,165.0
2022-09-28,168.67,5480944,166.91,169.62,165.24
2022-09-27,166.01,5400774,168.24,170.0,165.24
2022-09-26,168.45,5326578,168.33,170.01,167.53
2022-09-23,168.52,4565224,168.39,168.75,166.53
2022-09-22,168.6,4290658,168.4,169.89,168.05
2022-09-21,168.44,5134461,169.88,172.03,168.34
2022-09-20,168.92,3872155,167.58,169.15,166.86
2022-09-19,168.73,3720886,167.06,168.81,166.5
2022-09-16,166.97,12012630,166.36,167.17,165.25
2022-09-15,165.88,5460988,168.53,168.56,165.335
2022-09-14,168.68,5156886,168.12,169.19,167.57
2022-09-13,167.41,6926199,172.5,172.83,166.95
2022-09-12,173.9,5953266,173.22,174.44,172.75
2022-09-09,173.22,3662160,172.65,174.55,171.67
2022-09-08,172.67,3888130,172.78,173.43,170.56
2022-09-07,173.25,6074572,170.62,173.775,169.93
2022-09-06,169.51,4900124,170.98,172.59,169.125
2022-09-02,170.66,5801495,173.72,174.97,169.89
2022-09-01,172.85,4846285,170.92,172.98,170.24
2022-08-31,172.27,5597882,173.81,174.41,172.2
2022-08-30,172.99,4026406,174.34,174.685,172.33
2022-08-29,174.49,4184510,174.55,175.29,173.21
2022-08-26,175.04,5246614,179.96,179.98,174.67
2022-08-25,179.27,3401795,179.03,179.35,177.39
2022-08-24,179.26,3340557,178.37,179.5,178.11
2022-08-23,178.37,2574995,177.82,178.86,177.29
2022-08-22,178.45,3384988,180.135,180.47,178.02
2022-08-19,180.17,3703971,179.76,181.01,179.32
2022-08-18,180.4,3010644,180.82,180.93,179.94
2022-08-17,180.22,2666289,180.1,181.07,179.72
2022-08-16,180.32,3395730,179.78,180.7,178.64
2022-08-15,179.28,3043178,177.77,179.36,176.8
2022-08-12,177.33,3756404,175.93,177.38,175.38
2022-08-11,175.04,2743920,176.36,177.12,174.67
2022-08-10,175.94,4041101,175.81,176.43,174.72
2022-08-09,174.5,3228826,174.79,175.23,173.9579
2022-08-08,173.85,2846584,175.79,175.97,173.32
2022-08-05,174.55,3295615,174.39,174.7,172.4
2022-08-04,175.87,3822568,176.42,176.74,174.575
2022-08-03,176.83,4401333,175.08,177.06,174.24
2022-08-02,175.49,3781152,176.94,177.145,175.22
2022-08-01,176.95,4034834,174.55,177.69,174.55
2022-07-29,174.96,4215592,173.66,175.48,173.39
2022-07-28,174.84,3134222,171.87,175.12,171.19
2022-07-27,171.59,4479030,170.49,171.95,169.06
2022-07-26,171.83,3732349,170.57,171.99,169.24
2022-07-25,169.85,3357159,170.31,170.86,169.04
2022-07-22,169.61,3757926,169.14,170.57,168.49
2022-07-21,168.51,3088309,167.99,169.41,167.56
2022-07-20,168.26,3460726,170.05,170.57,167.46
2022-07-19,170.06,4201588,170.25,170.75,168.6262
2022-07-18,168.26,3479707,171.15,171.24,167.85
2022-07-15,171.12,4659092,171.34,172.92,170.02
2022-07-14,170.98,4218307,168.29,171.1601,167.7
2022-07-13,170.1,4533125,168.54,171.44,167.98
2022-07-12,169.5,5201629,173.0,173.32,168.87
2022-07-11,170.47,4929822,171.41,172.8,170.02
2022-07-08,171.88,3483014,170.57,172.7,170.55
2022-07-07,170.36,5150219,169.52,171.04,169.38
2022-07-06,170.7,4209229,170.0,171.95,169.48
2022-07-05,169.01,4971671,168.63,169.39,165.33
2022-07-01,169.39,3918710,166.74,169.52,165.76
2022-06-30,166.66,6295089,167.13,167.58,165.63
2022-06-29,166.73,3653622,166.06,167.56,165.35
2022-06-28,164.01,4391330,167.15,168.45,163.85
2022-06-27,166.35,4595815,165.87,167.13,165.34
2022-06-24,166.13,5951692,165.64,166.19,163.94
2022-06-23,164.1,5810719,163.78,165.14,163.15
2022-06-22,162.03,4706643,160.33,162.99,159.56
2022-06-21,160.71,4449779,158.17,160.96,157.35
2022-06-17,157.06,9881835,157.03,158.99,156.165
2022-06-16,157.03,7207930,156.63,158.46,155.11
2022-06-15,157.79,5940075,157.92,159.84,155.93
2022-06-14,156.12,6159174,160.0,160.05,154.8576
2022-06-13,159.74,6300708,160.53,162.87,159.06
2022-06-10,162.52,5204718,160.97,163.918,159.45
2022-06-09,162.78,3522973,165.19,166.93,162.67
2022-06-08,165.73,2646900,165.74,166.81,165.11
2022-06-07,166.56,4168296,165.68,166.86,164.22
2022-06-06,165.54,3447947,166.46,167.62,164.725
2022-06-03,164.85,4222131,165.859,166.59,164.36
2022-06-02,166.68,4677458,165.62,166.75,162.645
2022-06-01,166.49,5613940,168.18,168.38,163.82
2022-05-31,167.75,13609990,170.98,170.98,165.37
2022-05-27,171.77,6713600,171.26,171.81,170.2
2022-05-26,170.11,5193863,168.96,171.09,168.96
2022-05-25,168.97,5781034,167.85,169.49,166.96
2022-05-24,167.82,6327782,166.02,168.255,165.1555
2022-05-23,165.6,4657761,164.21,166.95,163.57
2022-05-20,162.21,5768823,162.24,163.06,159.62
2022-05-19,161.2,6423817,162.5,162.78,159.6656
2022-05-18,163.65,8875409,173.686,173.87,162.92
2022-05-17,174.46,5012159,175.31,175.68,172.58
2022-05-16,175.47,5317216,173.71,176.3,173.4201
2022-05-13,173.72,4714614,170.7,174.16,169.46
2022-05-12,170.4,6473535,171.25,171.99,168.16
2022-05-11,170.66,5376851,170.82,172.41,169.92
2022-05-10,171.49,5936727,173.12,174.54,170.75
2022-05-09,171.7,7269081,169.66,172.885,168.76
2022-05-06,170.41,5824752,169.24,170.8,168.72
2022-05-05,170.39,6534321,173.1,173.32,169.08
2022-05-04,173.86,6231681,167.61,174.12,167.61
2022-05-03,167.99,5564864,169.14,169.31,166.58
2022-05-02,167.76,7692131,172.995,173.46,165.27
2022-04-29,171.71,6505570,177.41,177.41,171.41
2022-04-28,177.5,5235831,174.53,177.62,173.82
2022-04-27,174.85,5180479,173.42,176.69,173.19
2022-04-26,173.3,7386563,173.97,175.3486,172.73
2022-04-25,173.74,7369911,173.21,173.92,171.0
2022-04-22,172.15,5864027,174.99,175.27,171.94
2022-04-21,174.84,3701297,175.76,177.24,174.65
2022-04-20,175.47,4197764,173.72,175.97,173.72
2022-04-19,172.9,3641992,169.84,173.165,169.84
2022-04-18,170.42,3086009,171.22,172.31,169.96
2022-04-14,171.9,4834298,173.48,174.26,171.76
2022-04-13,173.0,4394054,173.58,173.82,171.73
2022-04-12,173.3,3924333,173.78,174.65,172.63
2022-04-11,172.6,3825328,173.61,174.97,172.32
2022-04-08,173.13,3883183,172.99,173.69,171.59
2022-04-07,172.55,5041686,172.03,173.28,170.78
2022-04-06,172.39,4294868,169.92,172.7,169.485
2022-04-05,169.5,4480879,168.32,171.38,168.32
2022-04-04,169.32,3759985,169.11,169.39,167.45
2022-04-01,169.76,3239641,167.89,169.93,167.37
2022-03-31,167.38,6076177,168.37,169.3,167.27
2022-03-30,167.96,3871556,168.1,168.24,166.115
2022-03-29,168.19,4440480,167.29,168.58,166.37
2022-03-28,165.73,4308007,165.1,165.77,163.71
2022-03-25,165.24,4147791,164.43,165.9,164.43
2022-03-24,164.47,3160320,164.06,164.73,163.27
2022-03-23,163.48,4533800,164.248,165.275,162.63
2022-03-22,164.34,5779187,162.84,164.77,162.23
2022-03-21,162.56,5122570,162.27,163.81,161.075
2022-03-18,162.79,12123180,161.38,162.93,160.06
2022-03-17,160.94,3587628,159.83,161.63,159.3
2022-03-16,159.7,6299191,158.41,159.99,157.04
2022-03-15,159.0,6203356,157.32,159.5,156.83
2022-03-14,155.89,6075566,155.15,157.8,154.5
2022-03-11,153.73,4762675,155.45,156.885,153.48
2022-03-10,154.51,6103671,155.79,156.25,153.37
2022-03-09,157.4,5764927,159.81,160.06,156.4
2022-03-08,157.87,6163724,162.38,163.97,157.69
2022-03-07,162.45,6319483,164.07,165.15,162.13
2022-03-04,165.75,6341095,162.0,166.5,160.92
2022-03-03,163.27,5352221,163.97,165.19,162.8
2022-03-02,164.52,5452091,162.98,165.82,162.49
2022-03-01,162.27,5108127,163.07,164.4,161.3
2022-02-28,163.74,7676988,164.04,165.21,161.405
2022-02-25,168.38,6535637,164.42,168.46,164.26
2022-02-24,163.79,8888796,165.71,166.34,160.285
2022-02-23,166.69,5813018,169.12,169.12,166.52
2022-02-22,168.35,7734132,168.57,168.94,166.23
2022-02-18,167.71,5181629,167.11,168.235,166.22
2022-02-17,166.75,5156836,166.01,167.9523,165.0
2022-02-16,166.3,4161755,165.63,167.195,164.54
2022-02-15,165.96,4943851,167.217,168.25,165.261
2022-02-14,166.7,6822570,169.415,169.675,165.1
2022-02-11,168.58,7299574,168.06,170.31,167.6901
2022-02-10,168.37,7899839,168.655,171.45,167.3
2022-02-09,171.94,6780166,172.5,172.78,171.01
2022-02-08,172.02,3957685,172.63,172.64,170.31
2022-02-07,171.81,4813468,172.74,172.99,171.21
2022-02-04,172.49,4592442,173.1,174.89,171.19
2022-02-03,175.37,4632699,175.27,176.66,173.83
2022-02-02,175.47,5766988,172.76,175.64,172.57
2022-02-01,172.34,5952749,173.15,173.43,169.56
2022-01-31,173.52,5908136,170.77,174.11,170.59
2022-01-28,172.67,5796013,168.51,172.73,167.21
2022-01-27,169.37,6545927,170.78,173.28,168.78
2022-01-26,169.53,6841794,169.36,171.81,166.45
2022-01-25,171.34,6536944,172.08,172.48,169.74
2022-01-24,173.33,9272361,175.49,176.5,168.96
2022-01-21,174.22,6753166,175.327,177.24,174.11
2022-01-20,173.94,6284161,175.41,176.88,173.84
2022-01-19,175.21,6424470,173.96,175.96,173.57
2022-01-18,173.96,5790386,173.62,174.76,173.15
2022-01-14,175.64,4474579,174.57,175.94,173.4
2022-01-13,174.18,4310283,173.71,174.6861,173.24
2022-01-12,173.9,5267988,173.9,174.33,172.95
2022-01-11,174.09,6452499,173.684,174.23,171.62
2022-01-10,174.17,5056068,174.436,175.84,173.62
2022-01-07,174.08,4916044,174.09,174.69,172.61
2022-01-06,173.86,4288788,173.91,175.6,173.2275
2022-01-05,173.82,6564551,173.355,175.36,173.23
2022-01-04,173.23,4717843,172.66,174.45,172.2
2022-01-03,172.98,5489586,172.2,173.19,170.565
2021-12-31,173.71,2914941,172.46,174.015,172.11
2021-12-30,172.67,1988984,173.54,173.62,172.23
2021-12-29,172.97,2299691,172.79,173.46,171.93
2021-12-28,172.36,2333095,171.46,172.79,171.2
2021-12-27,171.47,2868961,169.985,171.56,169.765
2021-12-23,169.78,3241793,169.978,170.63,169.25
2021-12-22,169.97,4362937,168.96,169.99,168.27
2021-12-21,168.92,3401433,169.23,169.6025,167.775
2021-12-20,169.42,5263606,167.158,169.5,166.75
2021-12-17,168.3,10181240,171.11,172.38,168.05
2021-12-16,171.82,6909923,171.57,173.56,171.02
2021-12-15,171.57,5507820,169.77,171.78,169.46
2021-12-14,169.39,4984951,169.35,170.39,168.3
2021-12-13,169.81,5411817,168.93,171.255,168.05
2021-12-10,168.97,5025801,167.54,169.12,166.9
2021-12-09,166.31,3644496,165.92,166.88,164.85
2021-12-08,166.52,3891904,166.14,166.69,164.03
2021-12-07,166.23,5460142,166.42,166.96,165.66
2021-12-06,166.42,5403075,166.05,167.29,165.79
2021-12-03,164.71,6465861,161.47,164.88,161.34
2021-12-02,160.62,4619832,160.132,161.69,159.83
2021-12-01,160.16,5385896,162.47,163.25,160.05
2021-11-30,159.78,7610010,163.83,164.0,158.39
2021-11-29,164.14,5305787,162.67,164.58,161.14
2021-11-26,161.14,3402882,162.71,163.66,160.89
2021-11-24,163.74,3309539,165.088,165.5,162.58
2021-11-23,165.25,3878130,163.56,165.72,163.3079
2021-11-22,164.15,4157558,163.203,166.8,163.18
2021-11-19,163.81,5247738,164.5,165.0269,163.44
2021-11-18,163.42,3498885,162.81,163.52,161.7501
2021-11-17,163.37,3332233,162.62,163.671,162.08
2021-11-16,163.31,2899366,164.27,164.99,163.23
2021-11-15,163.8,3357116,162.51,163.88,162.49
2021-11-12,162.65,3540986,163.01,163.93,162.08
2021-11-11,162.69,2453158,163.97,163.98,162.55
2021-11-10,164.04,2683478,164.74,165.0,163.025
2021-11-09,163.51,3778818,162.31,163.86,162.0
2021-11-08,162.43,5766611,165.81,166.1,161.1546
2021-11-05,166.0,3754297,165.55,166.43,164.52
2021-11-04,164.31,3310257,164.22,164.56,163.35
2021-11-03,164.3,3595043,162.15,164.39,162.15
2021-11-02,162.74,3464557,161.55,162.81,160.94
2021-11-01,161.26,3017085,161.2,161.5,160.18
2021-10-29,161.6,4558172,161.03,162.26,160.905
2021-10-28,161.62,3589576,160.85,161.73,160.465
2021-10-27,160.61,3751840,161.75,161.84,159.56
2021-10-26,161.17,3684748,159.17,161.4,159.1
2021-10-25,159.22,3281194,159.95,159.95,158.79
2021-10-22,159.97,3240314,159.58,160.47,159.47
2021-10-21,159.18,4164717,161.39,161.43,158.98
2021-10-20,161.31,3716590,160.58,161.88,159.68
2021-10-19,160.1,3125832,158.64,160.16,157.54
2021-10-18,158.09,3274249,158.202,158.7,156.8
2021-10-15,158.81,4312982,159.66,159.66,157.51
2021-10-14,159.26,3677272,158.62,159.49,158.61
2021-10-13,157.99,3601013,157.46,158.05,156.02
2021-10-12,156.93,3195707,156.22,157.85,156.21
2021-10-11,156.24,2738194,156.39,157.23,155.66
2021-10-08,156.03,4186222,156.57,156.71,155.49
2021-10-07,156.39,4605134,155.52,157.75,155.52
2021-10-06,154.96,5499234,150.84,155.16,149.96
2021-10-05,151.09,6103136,151.358,152.39,150.07
2021-10-04,150.2,5404863,150.88,153.0,149.48
2021-10-01,150.95,4274300,151.35,151.61,149.52
2021-09-30,150.41,4950798,153.22,153.43,150.37
2021-09-29,152.3,3326568,151.34,153.17,150.69
2021-09-28,151.05,5911130,152.37,152.5,150.1
2021-09-27,152.72,4482063,153.8,154.15,152.39
2021-09-24,154.2,2366160,153.75,154.62,153.55
2021-09-23,154.13,2712534,153.69,154.93,153.54
2021-09-22,154.01,3001270,154.62,155.09,153.45
2021-09-21,153.54,4479924,154.61,156.12,152.97
2021-09-20,153.61,5484616,153.9,154.95,152.42
2021-09-17,154.13,8127397,155.23,155.5,153.83
2021-09-16,155.56,4589993,155.39,156.12,153.805
2021-09-15,156.02,3702573,155.22,156.38,154.78
2021-09-14,155.15,2808919,156.38,156.67,154.82
2021-09-13,155.76,3367464,155.94,157.4,155.39
2021-09-10,155.46,3851531,155.98,156.25,155.01
2021-09-09,155.73,3560737,156.88,156.97,155.4
2021-09-08,156.72,3199076,154.66,156.75,154.3
2021-09-07,154.53,4610142,156.48,156.76,153.68
2021-09-03,157.09,2035082,156.2,157.42,155.9
2021-09-02,156.95,2862535,156.79,157.29,155.87
2021-09-01,157.91,4231369,156.84,158.19,156.51
2021-08-31,156.39,5291405,156.09,156.47,155.34
2021-08-30,156.0,2540619,155.18,156.17,155.01
2021-08-27,154.94,4166498,154.84,155.41,154.21
2021-08-26,154.63,3220727,155.51,155.67,154.09
2021-08-25,155.2,3346864,155.36,155.67,154.16
2021-08-24,155.89,3760779,157.75,157.75,155.68
2021-08-23,157.85,3102117,157.83,158.52,157.3244
2021-08-20,158.35,3484313,158.93,159.63,158.25
2021-08-19,158.91,4745624,155.82,159.42,155.78
2021-08-18,156.28,3419286,157.68,158.2,156.2
2021-08-17,157.9,3736382,157.909,158.45,157.24
2021-08-16,158.05,3224020,156.93,158.12,156.7301
2021-08-13,156.52,2113883,155.1,156.67,154.9
2021-08-12,155.07,1958683,155.23,155.3,154.6
2021-08-11,155.04,3058025,154.71,156.02,154.47
2021-08-10,154.43,2670440,154.31,155.31,153.81
2021-08-09,154.35,2636653,154.64,154.79,153.71
2021-08-06,154.33,3430902,153.77,154.76,153.64
2021-08-05,154.31,3733574,154.98,155.19,153.87
2021-08-04,154.05,4846333,156.19,156.66,153.87
2021-08-03,156.67,3359870,157.0,157.15,156.31
2021-08-02,156.32,3426099,157.0,157.11,155.51
2021-07-30,156.95,3757332,157.37,157.6,156.62
2021-07-29,156.81,3055728,157.23,157.43,156.2
2021-07-28,156.49,3556918,157.6,157.96,155.909
2021-07-27,157.94,4043897,157.31,158.66,157.03
2021-07-26,157.07,2999895,156.79,157.47,156.03
2021-07-23,157.18,3588671,155.56,157.79,155.24
2021-07-22,155.19,3333589,155.19,155.76,153.972
2021-07-21,155.24,4906123,155.3,156.12,154.575
2021-07-20,155.82,5213868,156.2,157.33,155.56
2021-07-19,155.8,5750370,155.99,157.54,154.76
2021-07-16,155.82,5852919,155.68,156.835,155.11
2021-07-15,155.25,4920713,154.07,155.36,153.26
2021-07-14,154.54,6390323,152.89,155.14,152.8
2021-07-13,152.96,8750828,151.15,153.9116,150.75
2021-07-12,149.51,4873671,149.49,149.795,148.78
2021-07-09,149.48,4088587,149.41,150.31,149.17
2021-07-08,149.86,4215959,149.42,150.67,149.19
2021-07-07,149.79,4224975,149.29,150.695,149.0
2021-07-06,149.13,4313848,149.07,149.415,147.77
2021-07-02,148.91,3835526,148.9,149.78,148.56
2021-07-01,148.2,3997616,148.08,149.08,147.935
2021-06-30,148.17,4943688,147.43,148.31,147.2
2021-06-29,146.94,3197991,147.445,147.7,146.4
2021-06-28,147.04,4282905,146.76,147.5901,146.62
2021-06-25,146.41,6387907,145.76,146.79,145.239
2021-06-24,145.67,3818927,144.86,145.94,144.61
2021-06-23,144.85,3901698,146.06,146.125,144.83
2021-06-22,146.78,3517987,146.73,147.5032,146.285
2021-06-21,146.56,4904511,145.753,146.74,145.45
2021-06-18,145.42,10661670,147.98,147.98,145.23
2021-06-17,148.52,5316467,147.25,149.0,146.91
2021-06-16,147.1,5492088,148.86,149.27,146.75
2021-06-15,148.58,4256583,148.9,149.17,148.075
2021-06-14,148.57,3831939,147.47,148.63,146.79
2021-06-11,147.69,4364644,148.05,148.12,146.79
2021-06-10,147.6,4698243,146.31,148.015,146.13
2021-06-09,146.1,4007976,147.25,147.59,146.02
2021-06-08,146.37,5997199,147.7,147.87,145.915
2021-06-07,147.75,4724137,147.76,148.2499,146.71
2021-06-04,147.84,4427418,148.0,148.59,147.47
2021-06-03,147.67,4651603,146.71,147.76,146.16
2021-06-02,148.22,4546892,148.2,148.53,147.23
2021-06-01,147.63,5530380,148.78,148.85,147.09
2021-05-28,147.94,4913671,147.41,148.5,147.235
2021-05-27,146.51,9203638,148.56,148.77,146.44
2021-05-26,148.3,4462626,147.91,148.67,147.68
2021-05-25,148.3,4649319,147.85,148.37,147.01
2021-05-24,147.85,3627758,147.64,148.35,147.01
2021-05-21,147.1,5194240,147.873,148.31,146.52
2021-05-20,147.23,3964589,145.25,147.7299,145.11
2021-05-19,145.43,4432736,144.64,145.63,144.08
2021-05-18,145.51,4527258,146.64,146.95,145.32
2021-05-17,146.17,3747055,147.0,147.4,145.71
2021-05-14,146.59,4224694,147.2,147.9,146.415
2021-05-13,146.37,4849478,144.24,147.12,143.58
2021-05-12,144.23,5652038,144.877,145.74,143.85
2021-05-11,145.65,5266131,147.17,147.6399,145.02
2021-05-10,146.72,5270594,146.49,147.99,146.11
2021-05-07,145.56,4181026,145.23,146.0,144.57
2021-05-06,145.555,4472242,144.47,145.96,144.01
2021-05-05,143.89,5305240,143.715,144.57,143.5
2021-05-04,143.96,6603849,145.98,146.77,143.49
2021-05-03,145.79,6109788,145.028,146.78,144.1
2021-04-30,144.16,5051395,143.32,144.24,142.5
2021-04-29,143.94,4699889,142.1,144.43,141.97
2021-04-28,141.83,4962725,143.49,143.69,141.725
2021-04-27,142.89,4693738,142.62,143.18,142.125
2021-04-26,143.36,5817715,145.55,145.77,142.98
2021-04-23,145.83,4354823,145.51,146.34,145.06
2021-04-22,146.07,4904476,146.24,146.6509,145.38
2021-04-21,146.98,6316148,147.345,147.8,146.21
2021-04-20,145.71,4999846,144.13,146.65,143.93
2021-04-19,144.75,6621282,144.49,145.6,143.26
2021-04-16,144.16,6481399,143.46,144.32,142.46
2021-04-15,142.31,4777098,141.67,143.1,141.42
2021-04-14,142.11,4685255,142.57,142.72,141.24
2021-04-13,143.05,5283265,142.07,143.97,141.87
2021-04-12,143.02,4386781,142.2,143.47,142.05
2021-04-09,142.57,4950949,142.235,143.14,141.61
2021-04-08,142.54,6725340,143.68,144.16,142.05
2021-04-07,143.41,4849222,144.0,144.1,143.02
2021-04-06,143.67,4751927,143.04,144.2,142.56
2021-04-05,143.16,5980728,141.85,144.34,141.32
2021-04-01,141.28,4823383,141.19,142.3,140.11
2021-03-31,141.45,6257943,143.32,143.33,141.17
2021-03-30,142.54,4372866,143.68,144.75,142.12
2021-03-29,144.81,6105770,142.87,144.96,142.415
2021-03-26,142.7,6785599,139.62,143.0,139.13
2021-03-25,139.63,5827777,139.18,140.25,138.34
2021-03-24,138.81,5082339,139.01,140.11,138.78
2021-03-23,139.46,6978365,138.45,140.17,138.18
2021-03-22,137.8,7813395,135.63,138.2,135.09
2021-03-19,134.5,16114410,132.31,135.01,132.18
2021-03-18,132.53,6476677,132.36,133.08,131.41
2021-03-17,133.62,6199529,134.36,134.56,133.38
2021-03-16,134.01,5544740,133.08,134.58,132.75
2021-03-15,133.03,5389458,133.56,133.63,131.97
2021-03-12,133.04,5275179,133.12,133.79,132.64
2021-03-11,133.22,4459150,133.345,134.58,133.1
2021-03-10,133.58,7791665,132.523,134.47,130.54
2021-03-09,132.25,8930215,132.94,133.91,132.0
2021-03-08,132.13,8634912,133.23,134.18,131.99
2021-03-05,133.03,10186540,129.64,133.41,129.19
2021-03-04,128.83,9102794,129.25,131.75,128.32
2021-03-03,129.14,7505755,129.802,130.53,128.98
2021-03-02,131.07,5613974,130.5,132.03,130.38
2021-03-01,130.62,5287738,130.61,131.9699,130.34
2021-02-26,129.19,8329044,130.57,130.87,128.57
2021-02-25,130.0,5702339,131.35,132.09,129.8
2021-02-24,132.09,4944008,131.85,132.29,131.2
2021-02-23,132.78,6264268,132.65,134.34,131.3
2021-02-22,131.99,5792943,132.04,132.595,130.76
2021-02-19,132.51,5414944,135.01,135.12,132.285
2021-02-18,135.37,3943138,134.07,135.7,133.91
2021-02-17,134.46,3354067,134.06,135.07,133.8601
2021-02-16,134.38,5180052,134.561,134.81,133.4
2021-02-12,133.87,5659348,135.26,135.6,133.45
2021-02-11,134.97,7527981,137.85,138.205,134.34
2021-02-10,137.7,6966613,141.12,141.12,136.76
2021-02-09,139.6,3179260,141.13,141.15,139.49
2021-02-08,140.4,4112165,141.19,141.81,139.5
2021-02-05,140.96,4437864,140.49,142.12,139.73
2021-02-04,139.68,3860314,137.75,139.76,137.75
